price,beds,city,state,baths
1591,1,1
2133,1,1
1715,Studio,1
2055,1,1
1352,1,1
1102,Studio,1
1443,Studio,1
1440,Studio,1
1560,Studio,1
1570,Studio,1
1475,1,1
4400,1,1
1199,1,1
3500,4,2
4300,6,2
7300,8,5
3135,3,1
1775,1,1
1945,1,1
3600,2,2
2000,2,2
850,1,2
1345,1,1
1300,1,1
3000,4,3
5999,2,1
1150,1,1
2685,3,2
1150,1,1
2297,Studio,San Francisco,CA,1
2475,Studio,San Francisco,CA,1
2620,1,San Francisco,CA,1
3265,Studio,San Francisco,CA,1
2300,Studio,San Francisco,CA,1
2555,1,San Francisco,CA,1
3370,Studio,San Francisco,CA,1
3807,1,San Francisco,CA,1
3280,Studio,San Francisco,CA,1
2739,Studio,San Francisco,CA,1
4895,1,San Francisco,CA,1
4095,Studio,San Francisco,CA,1
7295,2,San Francisco,CA,2
2595,Studio,San Francisco,CA,1
2995,Studio,San Francisco,CA,1
4195,1,San Francisco,CA,2
3290,1,San Francisco,CA,1
3216,Studio,San Francisco,CA,1
4495,2,San Francisco,CA,2
3995,2,San Francisco,CA,1
3195,1,San Francisco,CA,1
4295,2,San Francisco,CA,2
3995,2,San Francisco,CA,1
4395,2,San Francisco,CA,1
3395,1,San Francisco,CA,1
3795,1,San Francisco,CA,1
3600,Studio,San Francisco,CA,1
3395,Studio,San Francisco,CA,1
5195,2,San Francisco,CA,1
3895,1,San Francisco,CA,1
3695,2,San Francisco,CA,1
3130,Studio,San Francisco,CA,0
2605,Studio,San Francisco,CA,1
2470,Studio,San Francisco,CA,1
4212,1,San Francisco,CA,1
3000,1,San Francisco,CA,1
3125,Studio,San Francisco,CA,1
3365,1,San Francisco,CA,1
4095,Studio,San Francisco,CA,1
3595,1,San Francisco,CA,1
4095,Studio,San Francisco,CA,1
2595,Studio,San Francisco,CA,1
3600,1,San Francisco,CA,1
3695,1,San Francisco,CA,1
3895,1,San Francisco,CA,1
2675,1,San Francisco,CA,1
4545,2,San Francisco,CA,2
3800,1,San Francisco,CA,1
3360,Studio,San Francisco,CA,1
2123,Studio,San Francisco,CA,1
5995,3,San Francisco,CA,1
5195,2,San Francisco,CA,2
4500,3,San Francisco,CA,2
3850,2,San Francisco,CA,1
2600,Studio,San Francisco,CA,1
2900,1,San Francisco,CA,1
7000,4,San Francisco,CA,2
4800,2,San Francisco,CA,2
2650,Studio,San Francisco,CA,1
4250,1,San Francisco,CA,1
3600,1,San Francisco,CA,2
3150,1,San Francisco,CA,1
5400,3,San Francisco,CA,3
2695,1,San Francisco,CA,1
4295,3,San Francisco,CA,2
10500,2,San Francisco,CA,3
2595,Studio,San Francisco,CA,1
3400,2,San Francisco,CA,1
3200,1,San Francisco,CA,1
1450,1,San Francisco,CA,1
3095,2,San Francisco,CA,1
1850,2,San Francisco,CA,1
4500,2,San Francisco,CA,2
4050,3,San Francisco,CA,1
5100,2,San Francisco,CA,1
2100,Studio,San Francisco,CA,1
7595,3,San Francisco,CA,3
2600,2,San Francisco,CA,1
3995,2,San Francisco,CA,1
2900,1,San Francisco,CA,1
2700,1,San Francisco,CA,1
3295,1,San Francisco,CA,1
3800,1,San Francisco,CA,1
3850,2,San Francisco,CA,1
3400,1,San Francisco,CA,1
3299,Studio,San Francisco,CA,1
3000,1,San Francisco,CA,1
2795,1,San Francisco,CA,1
2424,Studio,San Francisco,CA,1
3189,1,San Francisco,CA,1
4595,2,San Francisco,CA,1
3395,1,San Francisco,CA,1
