price,beds,city,state,baths
1591,1,1
2133,1,1
1715,Studio,1
2055,1,1
1352,1,1
3095,1,San Francisco,CA,1
2995,2,San Francisco,CA,1
3095,1,San Francisco,CA,1
2414,Studio,San Francisco,CA,1
3074,Studio,San Francisco,CA,1
2869,1,San Francisco,CA,1
3329,1,San Francisco,CA,1
5495,3,San Francisco,CA,1
2095,Studio,San Francisco,CA,1
3595,2,San Francisco,CA,1
3576,1,San Francisco,CA,1
3995,1,San Francisco,CA,1
3995,2,San Francisco,CA,1
2995,1,San Francisco,CA,1
2695,1,San Francisco,CA,1
2150,Studio,San Francisco,CA,1
2695,Studio,San Francisco,CA,1
2695,1,San Francisco,CA,1
2795,Studio,San Francisco,CA,1
3364,Studio,San Francisco,CA,1
2495,Studio,San Francisco,CA,1
3195,1,San Francisco,CA,1
2895,Studio,San Francisco,CA,1
3195,1,San Francisco,CA,1
4195,2,San Francisco,CA,1
3595,1,San Francisco,CA,1
5695,2,San Francisco,CA,2
2795,Studio,San Francisco,CA,1
2795,1,San Francisco,CA,1
4095,2,San Francisco,CA,2
1895,Studio,San Francisco,CA,1
4195,2,San Francisco,CA,1
4695,2,San Francisco,CA,1
3400,2,San Francisco,CA,1
Contact For Price,Studio,San Francisco,CA,1
2561,Studio,San Francisco,CA,1
2800,Studio,San Francisco,CA,0
3564,1,San Francisco,CA,1
2099,Studio,San Francisco,CA,1
2399,Studio,San Francisco,CA,1
2599,1,San Francisco,CA,1
2849,1,San Francisco,CA,1
3198,1,San Francisco,CA,1
2494,Studio,San Francisco,CA,1
2289,Studio,San Francisco,CA,1
2350,Studio,San Francisco,CA,1
2800,Studio,San Francisco,CA,1
4095,Studio,San Francisco,CA,1
4095,Studio,San Francisco,CA,1
3295,1,San Francisco,CA,1
3295,2,San Francisco,CA,2
1995,Studio,San Francisco,CA,1
1995,Studio,San Francisco,CA,1
2495,Studio,San Francisco,CA,1
1695,Studio,San Francisco,CA,1
2195,Studio,San Francisco,CA,1
3550,1,San Francisco,CA,1
1995,Studio,San Francisco,CA,1
2395,1,San Francisco,CA,1
Contact For Price,Studio,San Francisco,CA,1
4295,2,San Francisco,CA,1
2295,Studio,San Francisco,CA,1
3295,1,San Francisco,CA,1
2995,1,San Francisco,CA,1
3695,2,San Francisco,CA,1
3195,1,San Francisco,CA,1
2800,Studio,San Francisco,CA,1
2700,Studio,San Francisco,CA,1
2399,Studio,San Francisco,CA,1
2879,Studio,San Francisco,CA,1
2339,Studio,San Francisco,CA,1
2350,Studio,San Francisco,CA,1
5500,2,San Francisco,CA,2
15000,3,San Francisco,CA,3
2950,1,San Francisco,CA,1
4100,1,San Francisco,CA,1
7800,3,San Francisco,CA,2
8500,2,San Francisco,CA,3
5995,2,San Francisco,CA,2
5995,2,San Francisco,CA,2
4100,1,San Francisco,CA,2
8995,2,San Francisco,CA,2
4350,1,San Francisco,CA,1
4800,2,San Francisco,CA,2
4750,1,San Francisco,CA,2
3950,1,San Francisco,CA,1
4950,2,San Francisco,CA,2
6250,5,San Francisco,CA,3
6250,5,San Francisco,CA,3
3600,3,San Francisco,CA,1
15000,2,San Francisco,CA,2
8000,3,San Francisco,CA,2
4250,3,San Francisco,CA,1
3995,1,San Francisco,CA,1
5900,2,San Francisco,CA,3
3100,1,San Francisco,CA,1
6495,3,San Francisco,CA,3
2600,1,San Francisco,CA,1
5200,2,San Francisco,CA,2
3550,1,San Francisco,CA,1
6195,2,San Francisco,CA,2
6200,2,San Francisco,CA,2
3700,1,San Francisco,CA,1
7600,3,San Francisco,CA,3
7800,5,San Francisco,CA,2
6900,4,San Francisco,CA,2
7350,4,San Francisco,CA,3
12500,4,San Francisco,CA,3
5600,3,San Francisco,CA,2
4200,2,San Francisco,CA,1
3995,1,San Francisco,CA,1
3700,1,San Francisco,CA,1
5395,2,San Francisco,CA,1
4400,1,San Francisco,CA,1
7499,3,San Francisco,CA,2
5800,3,San Francisco,CA,2
5500,3,San Francisco,CA,2
8595,3,San Francisco,CA,3
5000,2,San Francisco,CA,2
6900,2,San Francisco,CA,1
3350,2,San Francisco,CA,1
7900,2,San Francisco,CA,2
2795,1,San Francisco,CA,1
2595,1,San Francisco,CA,1
11500,2,San Francisco,CA,3
17888,3,San Francisco,CA,3
5370,2,San Francisco,CA,2
13750,2,San Francisco,CA,2
25000,2,San Francisco,CA,3
4000,2,San Francisco,CA,2
6650,2,San Francisco,CA,2
24000,4,San Francisco,CA,4
3500,1,San Francisco,CA,1
4800,2,San Francisco,CA,2
3375,1,San Francisco,CA,1
25000,6,San Francisco,CA,6
6500,3,San Francisco,CA,2
3695,1,San Francisco,CA,1
6200,3,San Francisco,CA,2
2895,1,San Francisco,CA,1
9000,5,San Francisco,CA,3
4400,2,San Francisco,CA,1
10000,2,San Francisco,CA,2
12500,5,San Francisco,CA,4
6000,3,San Francisco,CA,2
13995,4,San Francisco,CA,3
6195,3,San Francisco,CA,3
4999,3,San Francisco,CA,1
4500,2,San Francisco,CA,2
3395,1,San Francisco,CA,1
4250,3,San Francisco,CA,2
6000,1,San Francisco,CA,2
4500,1,San Francisco,CA,1
4800,2,San Francisco,CA,2
5300,3,San Francisco,CA,1
9200,3,San Francisco,CA,2
7800,3,San Francisco,CA,2
5000,1,San Francisco,CA,1
8750,2,San Francisco,CA,1
5000,1,San Francisco,CA,1
4790,3,San Francisco,CA,1
5900,1,San Francisco,CA,1
9500,1,San Francisco,CA,2
3490,1,San Francisco,CA,1
6900,2,San Francisco,CA,1
13500,4,San Francisco,CA,5
7995,2,San Francisco,CA,2
4800,1,San Francisco,CA,1
5850,2,San Francisco,CA,2
6645,4,San Francisco,CA,1
8495,4,San Francisco,CA,3
21995,4,San Francisco,CA,3
10400,5,San Francisco,CA,4
3950,2,San Francisco,CA,2
5500,1,San Francisco,CA,1
5500,1,San Francisco,CA,1
4300,1,San Francisco,CA,1
4550,3,San Francisco,CA,2
6000,2,San Francisco,CA,2
6000,4,San Francisco,CA,2
6000,4,San Francisco,CA,2
6000,3,San Francisco,CA,3
4450,1,San Francisco,CA,1
7300,3,San Francisco,CA,2
6800,2,San Francisco,CA,2
4900,2,San Francisco,CA,3
9500,3,San Francisco,CA,3
4200,Studio,San Francisco,CA,1
3200,1,San Francisco,CA,1
4300,2,San Francisco,CA,1
3995,2,San Francisco,CA,1
4095,2,San Francisco,CA,1
4995,2,San Francisco,CA,1
6250,2,San Francisco,CA,2
3600,1,San Francisco,CA,1
3795,1,San Francisco,CA,1
3775,1,San Francisco,CA,1
4400,2,San Francisco,CA,2
4200,2,San Francisco,CA,1
4150,2,San Francisco,CA,1
3775,1,San Francisco,CA,1
6750,3,San Francisco,CA,2
2795,Studio,San Francisco,CA,1
5500,2,San Francisco,CA,2
2650,Studio,San Francisco,CA,1
3450,2,San Francisco,CA,2
8500,3,San Francisco,CA,3
5000,2,San Francisco,CA,2
5000,2,San Francisco,CA,2
4795,2,San Francisco,CA,3
9500,3,San Francisco,CA,4
4350,2,San Francisco,CA,1
3750,1,San Francisco,CA,1
4250,2,San Francisco,CA,1
5995,3,San Francisco,CA,2
4195,2,San Francisco,CA,1
13999,3,San Francisco,CA,4
5995,3,San Francisco,CA,2
4500,2,San Francisco,CA,1
4340,2,San Francisco,CA,1
3295,1,San Francisco,CA,1
7950,5,San Francisco,CA,3
3750,1,San Francisco,CA,1
7900,4,San Francisco,CA,3
5295,2,San Francisco,CA,2
4000,1,San Francisco,CA,1
2080,1,San Francisco,CA,1
3500,3,San Francisco,CA,2
3950,1,San Francisco,CA,2
6500,2,San Francisco,CA,2
5599,2,San Francisco,CA,2
5250,2,San Francisco,CA,1
4950,3,San Francisco,CA,2
5450,3,San Francisco,CA,2
5000,3,San Francisco,CA,3
3500,2,San Francisco,CA,2
2950,1,San Francisco,CA,1
5475,3,San Francisco,CA,2
3000,1,San Francisco,CA,1
6450,2,San Francisco,CA,2
9950,3,San Francisco,CA,3
6000,3,San Francisco,CA,1
3695,1,San Francisco,CA,1
4500,1,San Francisco,CA,1
7950,3,San Francisco,CA,4
5795,3,San Francisco,CA,3
5600,3,San Francisco,CA,3
4650,2,San Francisco,CA,2
2995,1,San Francisco,CA,1
4695,2,San Francisco,CA,2
3995,1,San Francisco,CA,2
4950,2,San Francisco,CA,2
10000,3,San Francisco,CA,3
6995,4,San Francisco,CA,1
3695,1,San Francisco,CA,2
6750,4,San Francisco,CA,1
5300,3,San Francisco,CA,2
4695,1,San Francisco,CA,1
4995,2,San Francisco,CA,1
3795,2,San Francisco,CA,1
2600,Studio,San Francisco,CA,1
14995,4,San Francisco,CA,4
4695,1,San Francisco,CA,1
5750,2,San Francisco,CA,2
4250,1,San Francisco,CA,2
3295,1,San Francisco,CA,1
5000,2,San Francisco,CA,2
5000,2,San Francisco,CA,2
5500,2,San Francisco,CA,2
4100,1,San Francisco,CA,2
2500,1,San Francisco,CA,1
4250,2,San Francisco,CA,2
3950,1,San Francisco,CA,1
6250,3,San Francisco,CA,2
3200,1,San Francisco,CA,1
4495,2,San Francisco,CA,1
2995,1,San Francisco,CA,1
2400,1,San Francisco,CA,1
3500,3,San Francisco,CA,3
4475,2,San Francisco,CA,2
4395,1,San Francisco,CA,1
6000,1,San Francisco,CA,1
6000,1,San Francisco,CA,1
5395,3,San Francisco,CA,1
5600,2,San Francisco,CA,2
6200,2,San Francisco,CA,3
6200,2,San Francisco,CA,2
2500,Studio,San Francisco,CA,1
6250,2,San Francisco,CA,2
2700,Studio,San Francisco,CA,1
5400,3,San Francisco,CA,2
6600,3,San Francisco,CA,2
2695,1,San Francisco,CA,1
2750,1,San Francisco,CA,1
3695,2,San Francisco,CA,1
4995,2,San Francisco,CA,2
7900,5,San Francisco,CA,3
3800,3,San Francisco,CA,1
3450,1,San Francisco,CA,2
3425,1,San Francisco,CA,1
4995,2,San Francisco,CA,2
2995,1,San Francisco,CA,1
4295,1,San Francisco,CA,1
6250,5,San Francisco,CA,1
6500,5,San Francisco,CA,5
4700,2,San Francisco,CA,2
5500,2,San Francisco,CA,2
4700,2,San Francisco,CA,1
6250,2,San Francisco,CA,3
7995,4,San Francisco,CA,3
2595,Studio,San Francisco,CA,1
5000,1,San Francisco,CA,1
2950,1,San Francisco,CA,1
5499,2,San Francisco,CA,2
3950,2,San Francisco,CA,1
1500,1,San Francisco,CA,1
3500,1,San Francisco,CA,1
3900,1,San Francisco,CA,1
3500,1,San Francisco,CA,1
4700,3,San Francisco,CA,1
12900,1,San Francisco,CA,2
4350,1,San Francisco,CA,1
7550,3,San Francisco,CA,3
7500,2,San Francisco,CA,2
3200,2,San Francisco,CA,1
4750,1,San Francisco,CA,2
7300,3,San Francisco,CA,2
